GEOID,NAME,total_households,renter_households,pct_renter
08009,"Baca County, Colorado",1985,417,0.21007556675062972
08011,"Bent County, Colorado",2151,694,0.32264063226406325
08013,"Boulder County, Colorado",141007,50324,0.35689008347103335
08014,"Broomfield County, Colorado",31338,10856,0.3464164911608909
08015,"Chaffee County, Colorado",11072,2757,0.2490065028901734
08017,"Cheyenne County, Colorado",969,156,0.1609907120743034
08019,"Clear Creek County, Colorado",5717,917,0.16039881056498165
08021,"Conejos County, Colorado",4043,649,0.16052436309671037
08023,"Costilla County, Colorado",2413,363,0.1504351429755491
08025,"Crowley County, Colorado",1525,379,0.24852459016393444
08027,"Custer County, Colorado",4189,284,0.06779661016949153
08029,"Delta County, Colorado",14841,2935,0.1977629539788424
08031,"Denver County, Colorado",344760,163481,0.4741878408168001
08033,"Dolores County, Colorado",1704,165,0.09683098591549295
08035,"Douglas County, Colorado",136554,29042,0.2126777685018381
08037,"Eagle County, Colorado",33054,6310,0.190899739819689
08039,"Elbert County, Colorado",9898,633,0.0639523135987068
08041,"El Paso County, Colorado",289809,93265,0.32181540255823665
08043,"Fremont County, Colorado",20302,4351,0.214313860703379
08045,"Garfield County, Colorado",24313,6737,0.2770945584666639
08047,"Gilpin County, Colorado",3516,610,0.17349260523321958
08049,"Grand County, Colorado",16731,1703,0.10178710178710179
08051,"Gunnison County, Colorado",12165,2861,0.2351829017673654
08053,"Hinsdale County, Colorado",1406,106,0.07539118065433854
08055,"Huerfano County, Colorado",4738,646,0.13634444913465596
08057,"Jackson County, Colorado",1186,149,0.12563237774030353
08059,"Jefferson County, Colorado",248785,70134,0.2819060634684567
08061,"Kiowa County, Colorado",687,144,0.2096069868995633
08063,"Kit Carson County, Colorado",3430,975,0.28425655976676384
08065,"Lake County, Colorado",4010,641,0.1598503740648379
08067,"La Plata County, Colorado",28233,6655,0.2357170686784968
08069,"Larimer County, Colorado",159083,52796,0.3318770704600743
08071,"Las Animas County, Colorado",8112,1943,0.23952169625246547
08073,"Lincoln County, Colorado",2373,554,0.2334597555836494
08075,"Logan County, Colorado",8693,2272,0.26135971471298747
08077,"Mesa County, Colorado",67708,17781,0.2626129851716193
08079,"Mineral County, Colorado",1261,110,0.08723235527359238
08081,"Moffat County, Colorado",6096,1720,0.2821522309711286
08083,"Montezuma County, Colorado",12269,2784,0.2269133588719537
08085,"Montrose County, Colorado",19122,4081,0.2134190984206673
08087,"Morgan County, Colorado",11566,3850,0.3328722116548504
08089,"Otero County, Colorado",8735,2312,0.2646823125357756
08091,"Ouray County, Colorado",3448,571,0.16560324825986078
08093,"Park County, Colorado",14198,825,0.05810677560219749
08095,"Phillips County, Colorado",2044,441,0.21575342465753425
08097,"Pitkin County, Colorado",13300,2832,0.21293233082706767
08099,"Prowers County, Colorado",5473,1307,0.2388086972410013
08101,"Pueblo County, Colorado",72364,22229,0.3071831297330164
08103,"Rio Blanco County, Colorado",3274,537,0.1640195479535736
08105,"Rio Grande County, Colorado",6561,1281,0.19524462734339276
08107,"Routt County, Colorado",16642,2416,0.1451748587910107
08109,"Saguache County, Colorado",3772,836,0.22163308589607636
08111,"San Juan County, Colorado",729,152,0.2085048010973937
08113,"San Miguel County, Colorado",6564,1499,0.22836684948202315
08115,"Sedgwick County, Colorado",1231,332,0.2696994313566206
08117,"Summit County, Colorado",31508,3550,0.11266979814650248
08119,"Teller County, Colorado",13365,2205,0.16498316498316498
08121,"Washington County, Colorado",2293,604,0.26341037941561274
08123,"Weld County, Colorado",120293,28700,0.23858412376447508
08125,"Yuma County, Colorado",4313,1154,0.26756318108045446
09110,"Capitol Planning Region, Connecticut",413960,134408,0.3246883756884723
09120,"Greater Bridgeport Planning Region, Connecticut",125378,39541,0.3153743080923288
09130,"Lower Connecticut River Valley Planning Region, Connecticut",82618,18162,0.2198310295577235
09140,"Naugatuck Valley Planning Region, Connecticut",191666,58650,0.3060010643515282
09150,"Northeastern Connecticut Planning Region, Connecticut",41503,9878,0.23800689106811557
09160,"Northwest Hills Planning Region, Connecticut",55596,11742,0.21120224476581048
09170,"South Central Connecticut Planning Region, Connecticut",246338,88187,0.3579918648361195
09180,"Southeastern Connecticut Planning Region, Connecticut",125334,38548,0.307562193818118
09190,"Western Connecticut Planning Region, Connecticut",248939,78103,0.3137435275308409
10001,"Kent County, Delaware",73600,20352,0.27652173913043476
10003,"New Castle County, Delaware",233746,70192,0.30029176969873284
10005,"Sussex County, Delaware",144210,18533,0.1285139726787324
11001,"District of Columbia, District of Columbia",350372,184920,0.5277819003801674
12001,"Alachua County, Florida",123751,49371,0.39895435188402517
12003,"Baker County, Florida",9890,1818,0.1838220424671385
12005,"Bay County, Florida",104428,23470,0.22474815183667216
12007,"Bradford County, Florida",10771,2899,0.26914863986630766
12009,"Brevard County, Florida",290314,57547,0.19822330304428998
12011,"Broward County, Florida",859621,275842,0.32088792619072826
12013,"Calhoun County, Florida",5680,1042,0.18345070422535212
12015,"Charlotte County, Florida",111330,14884,0.1336926255277104
12017,"Citrus County, Florida",82142,9890,0.12040125636093595
12019,"Clay County, Florida",85593,18664,0.21805521479560244
12021,"Collier County, Florida",229814,39406,0.17146910109914976
12023,"Columbia County, Florida",29835,7541,0.2527568292274175
12027,"DeSoto County, Florida",15567,3556,0.22843193935890024
12029,"Dixie County, Florida",9304,1047,0.11253224419604471
12031,"Duval County, Florida",437330,168052,0.38426817277570713
12033,"Escambia County, Florida",146123,46646,0.3192242152159482
12035,"Flagler County, Florida",56326,9869,0.17521215779568938
12037,"Franklin County, Florida",8415,921,0.10944741532976827
12039,"Gadsden County, Florida",18946,4157,0.21941306872162988
12041,"Gilchrist County, Florida",7579,1188,0.1567489114658926
12043,"Glades County, Florida",6554,1000,0.15257857796765334
12045,"Gulf County, Florida",8984,1210,0.13468388245770258
12047,"Hamilton County, Florida",5630,1067,0.18952042628774424
12049,"Hardee County, Florida",9837,2714,0.2758971231066382
12051,"Hendry County, Florida",15227,4020,0.26400472844289746
12053,"Hernando County, Florida",89635,15718,0.17535560885814694
12055,"Highlands County, Florida",57605,9659,0.16767641697769292
12057,"Hillsborough County, Florida",606334,221437,0.365206305435618
12059,"Holmes County, Florida",8635,1660,0.1922408801389693
12061,"Indian River County, Florida",83801,13031,0.1554993377167337
12063,"Jackson County, Florida",20022,4382,0.21885925481969834
12065,"Jefferson County, Florida",6741,1383,0.20516243880729862
12067,"Lafayette County, Florida",3403,498,0.14634146341463414
12069,"Lake County, Florida",178098,36295,0.20379229413019798
12071,"Lee County, Florida",419916,83206,0.19814915364025185
12073,"Leon County, Florida",134107,56858,0.42397488572557734
12075,"Levy County, Florida",20972,3636,0.17337402250619874
12077,"Liberty County, Florida",3118,474,0.15202052597819116
12079,"Madison County, Florida",8362,1945,0.2325998564936618
12081,"Manatee County, Florida",208358,40645,0.1950729033682412
12083,"Marion County, Florida",179079,36475,0.2036810569636864
12085,"Martin County, Florida",81593,13072,0.1602098219209981
12086,"Miami-Dade County, Florida",1075278,458539,0.42643762822265496
12087,"Monroe County, Florida",54034,12997,0.24053373801680422
12089,"Nassau County, Florida",42121,6305,0.14968780418318653
12091,"Okaloosa County, Florida",101408,27303,0.26923911328494793
12093,"Okeechobee County, Florida",18496,3818,0.20642301038062283
12095,"Orange County, Florida",565109,211453,0.3741809102314775
12097,"Osceola County, Florida",156976,41070,0.2616323514422587
12099,"Palm Beach County, Florida",708303,179619,0.2535906243514428
12101,"Pasco County, Florida",259083,56819,0.21930809817703206
12103,"Pinellas County, Florida",516276,129626,0.25107888028883774
12105,"Polk County, Florida",320023,79810,0.24938832521412524
12107,"Putnam County, Florida",36183,8045,0.2223419838045491
12109,"St. Johns County, Florida",120920,17995,0.14881739993384055
12111,"St. Lucie County, Florida",150054,28968,0.19305050181934505
12113,"Santa Rosa County, Florida",76585,15046,0.19646144806424234
12115,"Sarasota County, Florida",254601,47807,0.18777223970055107
12117,"Seminole County, Florida",194744,62981,0.3234040586616276
12119,"Sumter County, Florida",76923,8257,0.10734110734110734
12121,"Suwannee County, Florida",18948,3827,0.20197382309478573
12123,"Taylor County, Florida",11110,1686,0.15175517551755174
12125,"Union County, Florida",4716,1239,0.2627226463104326
12127,"Volusia County, Florida",273835,64889,0.2369638651012471
12129,"Wakulla County, Florida",13843,2245,0.16217582893881385
12131,"Walton County, Florida",56744,7009,0.12351966727759763
12133,"Washington County, Florida",10874,1969,0.1810741217583226
13001,"Appling County, Georgia",8524,1900,0.22290004692632567
13003,"Atkinson County, Georgia",3494,1014,0.29021179164281624
13005,"Bacon County, Georgia",4807,1095,0.22779280216351155
13007,"Baker County, Georgia",1421,276,0.19422941590429274
13009,"Baldwin County, Georgia",20092,5879,0.292604021501095
13011,"Banks County, Georgia",7308,1683,0.23029556650246305
13013,"Barrow County, Georgia",30357,6114,0.20140330072141516
13015,"Bartow County, Georgia",42731,10455,0.24467014579579227
13017,"Ben Hill County, Georgia",8122,3003,0.3697365180989904
13019,"Berrien County, Georgia",8059,2096,0.26008189601687554
13021,"Bibb County, Georgia",71828,28165,0.3921172801692933
13023,"Bleckley County, Georgia",5215,1060,0.20325982742090123
13025,"Brantley County, Georgia",8173,1620,0.19821363024593172
13027,"Brooks County, Georgia",7324,1889,0.2579191698525396
13029,"Bryan County, Georgia",16753,3657,0.21828926162478363
13031,"Bulloch County, Georgia",33086,14297,0.4321163029680227
13033,"Burke County, Georgia",11106,2444,0.22006122816495588
13035,"Butts County, Georgia",9509,2193,0.2306236197286781
13037,"Calhoun County, Georgia",2044,517,0.25293542074363995
13039,"Camden County, Georgia",22774,7123,0.31276894704487573
13043,"Candler County, Georgia",4640,1604,0.3456896551724138
13045,"Carroll County, Georgia",46510,13657,0.2936357772522038
13047,"Catoosa County, Georgia",28027,6467,0.23074178470760337
13049,"Charlton County, Georgia",4673,1054,0.2255510378771667
13051,"Chatham County, Georgia",134190,50650,0.377449884492138
13053,"Chattahoochee County, Georgia",2971,1397,0.47021204981487713
13055,"Chattooga County, Georgia",10864,3006,0.2766936671575847
13057,"Cherokee County, Georgia",101159,21875,0.21624373511007425
13059,"Clarke County, Georgia",55905,31356,0.5608800643949557
13061,"Clay County, Georgia",1882,362,0.19234856535600425
13063,"Clayton County, Georgia",113826,49354,0.4335916223007046
13065,"Clinch County, Georgia",3022,650,0.21508934480476505
13067,"Cobb County, Georgia",308949,97554,0.31576085373314045
13069,"Coffee County, Georgia",17370,5048,0.2906160046056419
13071,"Colquitt County, Georgia",19143,5825,0.3042887739643734
13073,"Columbia County, Georgia",59195,10555,0.17830897879888505
13075,"Cook County, Georgia",7318,2235,0.3054113145668215
13077,"Coweta County, Georgia",57067,12904,0.2261201745316908
13079,"Crawford County, Georgia",5187,831,0.16020821283979178
13081,"Crisp County, Georgia",9926,3659,0.3686278460608503
